Title,Genre,Rating,Price,UPC
"Saga, Volume 1 (Saga (Collected Editions) #1)",Sequential Art,One,£28.48,4f64568dfefa3ce7
"Rhythm, Chord & Malykhin",Romance,Two,£28.34,9efb397067eb7e8a
"Rat Queens, Vol. 1: Sass & Sorcery (Rat Queens (Collected Editions) #1-5)",Sequential Art,Five,£46.96,3cdca3b4a93980f5
Paradise Lost (Paradise #1),Default,One,£24.96,849db7ab7f4a640c
"Paper Girls, Vol. 1 (Paper Girls #1-5)",Sequential Art,Four,£21.71,bcbcbcf0f6ed196f
"Ouran High School Host Club, Vol. 1 (Ouran High School Host Club #1)",Sequential Art,Three,£29.87,326825e02a198cf6
Origins (Alphas 0.5),Fantasy,One,£28.99,8932e5c12f12ffed
One Second (Seven #7),Fantasy,Two,£52.94,7ea31f38675b91c1
On the Road (Duluoz Legend),Default,Three,£32.36,9ff997ab15713e53
Old Records Never Die: One Man's Quest for His Vinyl and His Past,Music,Two,£55.66,a1985630339f4b3d
Off Sides (Off #1),New Adult,Five,£39.45,b6f1cfadc4dd79d4
Of Mice and Men,Classics,Two,£47.11,39592d9d72e717c4
Myriad (Prentor #1),Fantasy,Four,£58.75,63e20a0f98218a87
My Perfect Mistake (Over the Top #1),Romance,Two,£38.92,fd78f89878479f56
"Ms. Marvel, Vol. 1: No Normal (Ms. Marvel (2014-2015) #1)",Sequential Art,Four,£39.39,35a60467893aa168
Meditations,Philosophy,Two,£25.89,4f19709e47883df5
Matilda,Childrens,One,£28.34,1053fb7ee17a1f33
Lost Among the Living,Historical Fiction,Four,£27.70,d510567580c8be52
Lord of the Flies,Add a comment,Three,£24.89,71a6471bbdac21d9
Listen to Me (Fusion #1),Romance,Three,£58.99,6e712ea24e77bd96
Kitchens of the Great Midwest,Fiction,Five,£57.20,06f6a57a6d532844
Jane Eyre,Default,Five,£38.43,8d390a1fc3133d06
Imperfect Harmony,Romance,Four,£34.74,f28f7299d38c0932
Icing (Aces Hockey #2),Sports and Games,Four,£40.44,3455b45888fb5053
"Hawkeye, Vol. 1: My Life as a Weapon (Hawkeye #1)",Sequential Art,Three,£45.24,6fe02600f322a0a9
Having the Barbarian's Baby (Ice Planet Barbarians #7.5),Science Fiction,Four,£34.96,6717a70913b3db79
"Giant Days, Vol. 1 (Giant Days #1-4)",Sequential Art,Four,£56.76,eb0fe24bbc845ecc
"Fruits Basket, Vol. 1 (Fruits Basket #1)",Sequential Art,Five,£40.28,72e6fbf4f6382557
Frankenstein,Default,Two,£38.00,a492f49a3e2b6a71
Forever Rockers (The Rocker #12),Music,Three,£28.80,e564c3f1a93ccf2e
Fighting Fate (Fighting #6),Romance,Three,£39.24,6390772a3094939d
Emma,Classics,Two,£32.93,2e69730561ed70ad
"Eat, Pray, Love",Nonfiction,Three,£51.32,df56868afd166557
Deep Under (Walker Security #1),Romance,Five,£47.09,0072b94dfa30608e
Choosing Our Religion: The Spiritual Lives of America's Nones,Religion,Four,£28.42,a812f6969ddf3e39
Charlie and the Chocolate Factory (Charlie Bucket #1),Childrens,Three,£22.85,1774749f2cee292f
Charity's Cross (Charles Towne Belles #4),Romance,One,£41.24,a96404cb928895f3
Bright Lines,Fiction,Five,£39.07,230ac636ea0ea415
Bridget Jones's Diary (Bridget Jones #1),Womens Fiction,One,£29.82,a2b4b685dfa94733
Bounty (Colorado Mountain #7),Romance,Four,£37.26,abc0b15f2c907ff0
Blood Defense (Samantha Brinkman #1),Mystery,Three,£20.30,95cdfd514098c38b
"Bleach, Vol. 1: Strawberry and the Soul Reapers (Bleach #1)",Sequential Art,Five,£34.65,099fae4a0705d63b
Beyond Good and Evil,Philosophy,One,£43.38,08672cd59171d5e4
Alice in Wonderland (Alice's Adventures in Wonderland #1),Classics,One,£55.53,cd2a2a70dd5d176d
"Ajin: Demi-Human, Volume 1 (Ajin: Demi-Human #1)",Sequential Art,Four,£57.06,bfd5e1701c862ac3
A Spy's Devotion (The Regency Spies of London #1),Historical Fiction,Five,£16.97,19fec36a1dfb4c16
1st to Die (Women's Murder Club #1),Mystery,One,£53.98,f684a82adc49f011
"1,000 Places to See Before You Die",Travel,Five,£26.08,228ba5e7577e1d49
